ra,dec,total,teff
11.0,66.0,8.0,8868.667
11.0,67.0,11.0,5459.35
11.0,68.0,9.0,3976.885
11.0,69.0,13.0,8712.0
11.0,70.0,10.0,3827.2
11.0,71.0,4.0,3990.5
11.0,72.0,7.0,8865.25
11.0,73.0,6.0,9613.0
11.0,74.0,6.0,5961.5
11.0,75.0,7.0,4424.7603
11.0,76.0,6.0,4373.75
11,77,6,0
11,78,4,0
11,79,4,0
11,80,10,0
11,81,2,0
11,82,11,0
11,83,4,0
11,84,5,0
11,85,3,0
11.0,86.0,2.0,3648.42
11,87,5,0
11,88,5,0
11.0,89.0,1.0,5512.0
11.0,90.0,4.0,3681.0
11.0,91.0,8.0,3431.0
11,92,2,0
11,93,3,0
11.0,94.0,3.0,3991.6833
11,95,2,0
11.0,96.0,3.0,3504.635
11.0,97.0,2.0,4036.42
11,98,0,0
11,99,1,0
12.0,0.0,2.0,5351.0
12.0,1.0,3.0,4062.0525
12,2,0,0
12.0,3.0,1.0,5769.6665
12,4,0,0
12.0,5.0,2.0,5761.5
12,6,0,0
12,7,0,0
12.0,8.0,2.0,5007.0
12,9,1,0
12,10,0,0
12.0,11.0,3.0,5347.0
12.0,12.0,1.0,8868.667
12.0,13.0,2.0,3903.5
12,14,0,0
12,15,1,0
12,16,1,0
12,17,1,0
12,18,0,0
12,19,1,0
12.0,20.0,2.0,5543.6665
12.0,21.0,3.0,4914.3047
12,22,0,0
12.0,23.0,3.0,5931.0
12.0,24.0,2.0,5750.275
12.0,25.0,1.0,4104.373
12.0,26.0,3.0,3917.8135
12.0,27.0,2.0,5808.3335
12,28,0,0
12,29,2,0
12.0,30.0,2.0,5376.0
12.0,31.0,4.0,6137.85
12.0,32.0,1.0,5360.5
12.0,33.0,1.0,4800.5329999999985
12,34,1,0
12,35,0,0
12.0,36.0,2.0,3506.71
12,37,2,0
12.0,38.0,7.0,4352.6665
12,39,5,0
12.0,40.0,6.0,3604.0
12,41,1,0
12,42,1,0
12.0,43.0,4.0,4920.547000000001
12.0,44.0,5.0,4047.9724
12.0,45.0,5.0,9574.5
12.0,46.0,4.0,5370.0
12,47,3,0
12.0,48.0,6.0,9218.75
12,49,2,0
12.0,50.0,3.0,4292.5
12,51,5,0
12,52,3,0
12.0,53.0,5.0,5449.83
12.0,54.0,5.0,9512.0
12.0,55.0,5.0,8366.0
12,56,3,0
12.0,57.0,4.0,3812.5374
12.0,58.0,8.0,5807.5
12.0,59.0,8.0,5412.0
12.0,60.0,2.0,5740.55
12.0,61.0,12.0,5356.0
12.0,62.0,4.0,5414.0
12.0,63.0,4.0,8868.667
12.0,64.0,7.0,9401.333
12.0,65.0,6.0,7212.3335
12.0,66.0,3.0,5316.7
12,67,3,0
12,68,6,0
12.0,69.0,7.0,5726.91
12.0,70.0,13.0,8868.667
12.0,71.0,15.0,8868.667
12.0,72.0,7.0,4384.775
12,73,3,0
12,74,9,0
12.0,75.0,8.0,8066.9873
12.0,76.0,8.0,5962.0
12.0,77.0,8.0,5321.0
12,78,3,0
12,79,3,0
12,80,6,0
12,81,4,0
12,82,7,0
12,83,6,0
12,84,10,0
12.0,85.0,5.0,3690.4802
12,86,7,0
12,87,4,0
12,88,2,0
12.0,89.0,7.0,4141.0273
12,90,1,0
12.0,91.0,6.0,3654.0
12.0,92.0,6.0,4065.0
12,93,2,0
12,94,4,0
12,95,0,0
12,96,3,0
12,97,0,0
12.0,98.0,5.0,3921.1
12,99,4,0
13,0,1,0
13,1,2,0
13,2,0,0
13,3,0,0
13.0,4.0,1.0,3501.7148
13.0,5.0,1.0,5601.0
13,6,1,0
13,7,1,0
13,8,0,0
13,9,0,0
13,10,0,0
13.0,11.0,1.0,5015.9
13.0,12.0,4.0,4908.0
13.0,13.0,1.0,3860.29
13,14,0,0
13.0,15.0,3.0,4076.08
13.0,16.0,3.0,4930.53
13,17,1,0
13,18,2,0
13,19,0,0
13,20,2,0
13,21,3,0
13.0,22.0,1.0,3922.5
13,23,0,0
13,24,0,0
13.0,25.0,2.0,5486.0
13,26,1,0
13.0,27.0,5.0,5840.8076
13,28,0,0
13,29,0,0
13.0,30.0,3.0,5774.5
13,31,1,0
13.0,32.0,2.0,3803.4
13.0,33.0,2.0,3601.3333
13,34,3,0
13.0,35.0,3.0,3622.0
13,36,2,0
13.0,37.0,4.0,5327.0
13.0,38.0,5.0,6077.6104
13,39,1,0
13.0,40.0,7.0,3988.25
13.0,41.0,4.0,4099.0
13.0,42.0,3.0,4604.24
13.0,43.0,2.0,5670.0
13.0,44.0,4.0,3921.2297
13.0,45.0,5.0,3689.0
13.0,46.0,4.0,5263.4
13.0,47.0,3.0,3712.7734
13,48,2,0
13.0,49.0,2.0,4049.1675
13.0,50.0,7.0,5673.0
13.0,51.0,7.0,5035.14
13,52,4,0
13,53,4,0
13.0,54.0,6.0,4295.0435
13.0,55.0,3.0,4155.81
13.0,56.0,7.0,4570.21
13,57,5,0
13.0,58.0,7.0,5192.2
13.0,59.0,7.0,5622.75
13.0,60.0,4.0,3916.75
13.0,61.0,2.0,6013.7866
13.0,62.0,6.0,4319.5
13.0,63.0,2.0,4102.0
13.0,64.0,10.0,5787.0
13.0,65.0,4.0,4910.5625
13.0,66.0,6.0,5449.25
13,67,4,0
13,68,5,0
13.0,69.0,15.0,8868.667
13.0,70.0,10.0,8868.667
13.0,71.0,10.0,8868.667
13,72,6,0
13.0,73.0,3.0,4861.0
13,74,6,0
13.0,75.0,7.0,3949.5498
13.0,76.0,9.0,4808.74
13,77,15,0
13,78,3,0
13,79,6,0
13,80,5,0
13,81,3,0
13,82,4,0
13,83,7,0
13,84,8,0
13,85,0,0
13,86,7,0
13,87,1,0
13,88,0,0
13,89,4,0
13,90,4,0
13.0,91.0,8.0,3898.0833
13.0,92.0,5.0,3711.9624
13,93,3,0
13,94,4,0
13,95,2,0
13,96,1,0
13.0,97.0,3.0,3471.19
13,98,1,0
13,99,3,0
14,0,0,0
14,1,0,0
14,2,0,0
14,3,0,0
14,4,0,0
14,5,0,0
14,6,1,0
14,7,0,0
14,8,0,0
14,9,2,0
14.0,10.0,1.0,4929.3027
14.0,11.0,3.0,5766.0
14.0,12.0,2.0,3885.7275
14,13,0,0
14.0,14.0,1.0,5022.88
14,15,3,0
14.0,16.0,2.0,5708.4624
14,17,1,0
14,18,2,0
14,19,2,0
14.0,20.0,3.0,4007.7874
14.0,21.0,2.0,8868.667
14.0,22.0,2.0,5076.0
14.0,23.0,1.0,4467.5
14,24,1,0
14.0,25.0,1.0,3545.5
14.0,26.0,3.0,5119.9077
14.0,27.0,2.0,6045.0
14,28,0,0
14,29,1,0
14.0,30.0,4.0,5806.0
14.0,31.0,3.0,5077.0
14.0,32.0,2.0,3947.0
14.0,33.0,4.0,4025.0
14,34,1,0
14,35,0,0
14.0,36.0,7.0,4324.0664
14,37,1,0
14.0,38.0,7.0,5678.3105
14.0,39.0,2.0,5594.035
14,40,3,0
14.0,41.0,2.0,5702.5
14,42,3,0
14.0,43.0,5.0,4573.7354
14,44,1,0
14,45,3,0
14,46,3,0
14,47,1,0
14,48,1,0
14,49,5,0
14,50,3,0
14.0,51.0,8.0,5792.3335
14.0,52.0,6.0,5796.0
14.0,53.0,5.0,5602.543000000002
14.0,54.0,3.0,4896.3335
14,55,3,0
14.0,56.0,11.0,5326.3335
14.0,57.0,6.0,4121.313
14,58,7,0
14.0,59.0,8.0,5370.0
14,60,7,0
14,61,8,0
14.0,62.0,4.0,4267.03
14,63,7,0
14.0,64.0,8.0,5056.16
14.0,65.0,12.0,8868.667
14.0,66.0,6.0,4267.03
14.0,67.0,9.0,4038.51
14,68,7,0
14.0,69.0,10.0,8077.3335
14.0,70.0,8.0,9516.75
14.0,71.0,10.0,4358.5
14.0,72.0,6.0,4618.94
14.0,73.0,11.0,8630.0
14.0,74.0,8.0,5702.49
14.0,75.0,6.0,4278.0
14.0,76.0,12.0,7757.0
14.0,77.0,4.0,5595.0
14,78,5,0
14,79,3,0
14.0,80.0,7.0,3616.005
14,81,7,0
14,82,5,0
14,83,1,0
14.0,84.0,4.0,4039.63
14,85,2,0
14,86,4,0
14.0,87.0,4.0,3565.6802
14.0,88.0,3.0,4124.4277
14,89,2,0
14.0,90.0,2.0,3618.5
14,91,3,0
14,92,4,0
14,93,2,0
14.0,94.0,4.0,3701.375
14,95,4,0
14,96,6,0
14,97,2,0
14,98,1,0
14,99,5,0
15.0,0.0,2.0,4949.0
15,1,0,0
15.0,2.0,1.0,3980.0
15,3,1,0
15.0,4.0,2.0,5476.2646
15.0,5.0,3.0,4451.25
15,6,1,0
15,7,0,0
15,8,1,0
15,9,1,0
15.0,10.0,1.0,4288.7373
15,11,3,0
15,12,0,0
15.0,13.0,4.0,5062.607
15,14,0,0
15,15,0,0
15,16,1,0
15,17,1,0
15.0,18.0,2.0,3674.9402
15.0,19.0,1.0,5802.0
15,20,0,0
15.0,21.0,1.0,3976.3098
15,22,0,0
15.0,23.0,3.0,5779.0
15.0,24.0,2.0,5752.605
15,25,0,0
15.0,26.0,2.0,5300.3335
15,27,3,0
15,28,1,0
15,29,0,0
15,30,0,0
15,31,1,0
15,32,3,0
15.0,33.0,3.0,3483.6667
15.0,34.0,3.0,4244.75
15.0,35.0,2.0,3585.2434
15.0,36.0,8.0,4190.73
15,37,0,0
15.0,38.0,3.0,3677.23
15,39,1,0
15.0,40.0,5.0,5287.0
15.0,41.0,3.0,4854.0835
15,42,0,0
15,43,1,0
15.0,44.0,4.0,3714.0
15,45,5,0
15,46,2,0
15.0,47.0,4.0,4305.6
15,48,3,0
15.0,49.0,5.0,5412.63
15,50,2,0
15.0,51.0,6.0,3434.0
15.0,52.0,3.0,5612.1
15,53,2,0
15,54,2,0
15,55,8,0
15.0,56.0,6.0,3904.36
15,57,3,0
15.0,58.0,9.0,4460.0
15.0,59.0,8.0,5144.54
15.0,60.0,9.0,5501.267
15.0,61.0,8.0,4570.21
15.0,62.0,3.0,3939.5
15.0,63.0,7.0,5957.1665
15.0,64.0,9.0,8583.0
15.0,65.0,12.0,8868.667
15,66,6,0
15.0,67.0,13.0,7054.25
15.0,68.0,6.0,3822.4065
15.0,69.0,7.0,5359.0
15.0,70.0,13.0,8868.667
15.0,71.0,11.0,5369.5
15.0,72.0,10.0,5365.0
15.0,73.0,4.0,4121.0977
15.0,74.0,8.0,6125.05
15.0,75.0,8.0,4010.0674
15.0,76.0,11.0,9596.25
15.0,77.0,7.0,3491.82
15,78,5,0
15.0,79.0,7.0,5552.0
15,80,9,0
15,81,7,0
15,82,8,0
15.0,83.0,8.0,3724.6868
15,84,1,0
15,85,5,0
15,86,5,0
15.0,87.0,7.0,4128.725
15,88,8,0
15,89,5,0
15,90,1,0
15.0,91.0,3.0,4639.473
15,92,5,0
15,93,3,0
15,94,2,0
15,95,1,0
15,96,0,0
15.0,97.0,2.0,3501.5
15,98,1,0
15,99,0,0
16,0,0,0
16,1,1,0
16,2,0,0
16,3,1,0
16,4,0,0
16.0,5.0,2.0,3550.3333
16,6,2,0
16,7,0,0
16,8,0,0
16,9,1,0
16.0,10.0,2.0,4336.485
16.0,11.0,3.0,4822.5176
16,12,1,0
16,13,3,0
16.0,14.0,4.0,3893.8022
16,15,4,0
16,16,2,0
16.0,17.0,3.0,5198.017
16,18,1,0
16,19,2,0
16,20,0,0
16.0,21.0,2.0,4968.0
16,22,1,0
16,23,2,0
16,24,2,0
16,25,1,0
16,26,0,0
16,27,0,0
16.0,28.0,3.0,5078.5
16,29,3,0
16.0,30.0,1.0,4939.0073
16,31,1,0
16,32,2,0
16.0,33.0,2.0,5725.0
16,34,3,0
16.0,35.0,4.0,5332.0
16.0,36.0,3.0,5089.9253
16.0,37.0,5.0,3917.645
16.0,38.0,3.0,4269.25
16.0,39.0,3.0,3406.5
16.0,40.0,4.0,5874.0
16.0,41.0,2.0,3525.5
16.0,42.0,3.0,3941.0364
16.0,43.0,6.0,5825.0
16.0,44.0,7.0,5287.33
16.0,45.0,3.0,5944.5
16.0,46.0,5.0,5372.5
16.0,47.0,5.0,5763.0
16.0,48.0,4.0,5008.0
16.0,49.0,2.0,3796.82
16.0,50.0,4.0,5341.0
16.0,51.0,6.0,3836.0
16,52,9,0
16.0,53.0,5.0,4024.25
16.0,54.0,4.0,3934.5266
16.0,55.0,4.0,4467.87
16.0,56.0,9.0,5570.3335
16.0,57.0,2.0,3896.9268
16,58,5,0
16,59,6,0
16.0,60.0,5.0,5128.8
16.0,61.0,3.0,4383.6323
16.0,62.0,4.0,3865.92
16.0,63.0,3.0,8613.75
16.0,64.0,9.0,9485.75
16.0,65.0,11.0,7648.75
16.0,66.0,7.0,3626.5625
16.0,67.0,9.0,5628.0
16.0,68.0,5.0,6344.54
16.0,69.0,11.0,8868.667
16.0,70.0,11.0,9581.667
16.0,71.0,11.0,8868.667
16.0,72.0,6.0,6870.75
16.0,73.0,8.0,6224.0
16.0,74.0,8.0,4109.0
16.0,75.0,10.0,3994.9368
16.0,76.0,9.0,4297.5
16.0,77.0,5.0,5846.0
16.0,78.0,7.0,5802.0
16,79,2,0
16,80,6,0
16.0,81.0,5.0,5947.0
16,82,2,0
16.0,83.0,4.0,4605.1196
16,84,2,0
16,85,4,0
16,86,10,0
16,87,4,0
16,88,3,0
16.0,89.0,6.0,6478.71
16.0,90.0,6.0,3678.0
16.0,91.0,2.0,4431.6753
16,92,2,0
16,93,1,0
16.0,94.0,2.0,3857.8474
16,95,2,0
16,96,2,0
16,97,2,0
16,98,2,0
16,99,0,0
17,0,0,0
17.0,1.0,2.0,5788.6665
17.0,2.0,3.0,5835.75
17,3,0,0
17.0,4.0,1.0,5905.0
17,5,0,0
17,6,1,0
17.0,7.0,1.0,3654.2031
17,8,1,0
17.0,9.0,5.0,4497.0
17,10,0,0
17,11,0,0
17,12,1,0
17.0,13.0,1.0,4696.8
17,14,0,0
17,15,2,0
17,16,0,0
17.0,17.0,1.0,5330.0664
17,18,4,0
17,19,0,0
17.0,20.0,3.0,5042.575
17,21,1,0
17.0,22.0,2.0,5125.4497
17,23,1,0
17,24,2,0
17,25,1,0
17,26,0,0
17.0,27.0,1.0,5143.45
17.0,28.0,3.0,3589.0
17.0,29.0,5.0,5424.0
17.0,30.0,4.0,4969.1426
17,31,1,0
17.0,32.0,3.0,3821.04
17.0,33.0,3.0,4356.0
17.0,34.0,1.0,5021.223
17,35,1,0
17,36,0,0
17.0,37.0,5.0,5896.0
17.0,38.0,2.0,5549.0
17.0,39.0,3.0,4907.03
17.0,40.0,4.0,3896.3225
17.0,41.0,4.0,6419.5
17.0,42.0,6.0,4062.2598
17.0,43.0,5.0,3933.03
17.0,44.0,3.0,3361.75
17.0,45.0,4.0,3316.0
17,46,1,0
17,47,3,0
17,48,3,0
17,49,6,0
17,50,4,0
17.0,51.0,3.0,4462.17
17.0,52.0,4.0,3722.5
17,53,8,0
17.0,54.0,7.0,4859.8335
17.0,55.0,5.0,5019.803
17.0,56.0,3.0,3844.89
17.0,57.0,7.0,4900.02
17.0,58.0,6.0,4412.0
17,59,1,0
17.0,60.0,5.0,5779.6665
17.0,61.0,6.0,4160.79
17.0,62.0,10.0,8562.5
17.0,63.0,7.0,3671.5
17.0,64.0,10.0,9566.0
17.0,65.0,11.0,4131.675
17.0,66.0,11.0,5317.5
17.0,67.0,10.0,5871.0
17.0,68.0,7.0,4360.5
17.0,69.0,6.0,4488.5
17.0,70.0,7.0,8868.667
17.0,71.0,10.0,8868.667
17.0,72.0,9.0,4939.0195
17.0,73.0,13.0,5712.2373
17.0,74.0,8.0,3836.79
17.0,75.0,6.0,7117.0
17.0,76.0,7.0,4480.0
17,77,9,0
17.0,78.0,8.0,5325.0
17.0,79.0,4.0,3678.0
17,80,8,0
17,81,6,0
17.0,82.0,8.0,4328.0405
17,83,7,0
17,84,8,0
17,85,5,0
17,86,4,0
17.0,87.0,6.0,3974.1199
17.0,88.0,2.0,3777.04
17,89,3,0
17,90,4,0
17.0,91.0,5.0,3834.1401
17,92,1,0
17,93,1,0
17.0,94.0,5.0,3384.0
17,95,2,0
17,96,3,0
17.0,97.0,2.0,4002.0747
17,98,1,0
17,99,2,0
18,0,0,0
18.0,1.0,1.0,5634.2
18,2,2,0
18.0,3.0,3.0,4149.0464
18,4,0,0
18.0,5.0,1.0,7623.0
18,6,1,0
18,7,1,0
18,8,0,0
18,9,0,0
18.0,10.0,1.0,9421.0
18,11,0,0
18,12,4,0
18.0,13.0,2.0,4729.3735
18.0,14.0,4.0,5520.5
18.0,15.0,2.0,5685.9854
18,16,0,0
18.0,17.0,1.0,5815.25
18,18,0,0
18,19,1,0
18,20,2,0
18.0,21.0,2.0,4882.9766
18.0,22.0,2.0,4191.9775
18,23,2,0
18.0,24.0,2.0,4083.6548
18.0,25.0,3.0,3701.6335
18,26,0,0
18,27,2,0
18.0,28.0,1.0,3648.42
18.0,29.0,2.0,5713.975
18.0,30.0,3.0,5555.08
18,31,2,0
18.0,32.0,2.0,3625.0947
18,33,1,0
18.0,34.0,2.0,4032.4302
18.0,35.0,5.0,5409.0
18.0,36.0,3.0,5015.0
18.0,37.0,2.0,4175.0
18.0,38.0,2.0,5104.0
18.0,39.0,5.0,3675.0
18.0,40.0,5.0,4450.5
18,41,2,0
18.0,42.0,2.0,4879.0
18,43,5,0
18.0,44.0,4.0,3395.0
18,45,3,0
18,46,1,0
18.0,47.0,4.0,5062.7124
18,48,3,0
18,49,5,0
18.0,50.0,6.0,5190.56
18.0,51.0,4.0,3691.6667
18.0,52.0,5.0,3490.0032
18.0,53.0,9.0,6171.6104
18.0,54.0,8.0,6525.75
18.0,55.0,6.0,4049.5935
18,56,4,0
18.0,57.0,4.0,3858.0
18.0,58.0,8.0,4047.67
18,59,5,0
18.0,60.0,5.0,5846.75
18.0,61.0,10.0,4968.277
18.0,62.0,7.0,4082.455
18.0,63.0,5.0,4320.545
18.0,64.0,6.0,9586.333
18.0,65.0,8.0,9084.0
18.0,66.0,6.0,8868.667
18.0,67.0,11.0,8582.667
18.0,68.0,5.0,5701.5
18,69,4,0
18.0,70.0,6.0,4848.5
18.0,71.0,14.0,9406.5
18.0,72.0,8.0,4108.18
18.0,73.0,6.0,9485.0
18.0,74.0,6.0,8630.0
18.0,75.0,8.0,4881.75
18.0,76.0,10.0,3724.2974
18.0,77.0,6.0,5821.25
18,78,7,0
18,79,9,0
18,80,3,0
18.0,81.0,6.0,5243.5
18,82,5,0
18,83,6,0
18,84,5,0
18,85,2,0
18,86,5,0
18,87,2,0
18,88,5,0
18,89,3,0
18,90,5,0
18,91,2,0
18,92,2,0
18.0,93.0,2.0,3679.0
18,94,4,0
18,95,2,0
18,96,4,0
18,97,3,0
18.0,98.0,5.0,3363.25
18,99,1,0
19.0,0.0,1.0,5333.06
19.0,1.0,1.0,3689.58
19,2,1,0
19,3,0,0
19.0,4.0,2.0,5612.1
19,5,1,0
19,6,0,0
19,7,0,0
19,8,0,0
19.0,9.0,2.0,4179.78
19,10,0,0
19,11,1,0
19,12,2,0
19,13,0,0
19,14,0,0
19.0,15.0,3.0,4046.4502
19,16,2,0
19.0,17.0,1.0,3895.3933
19,18,1,0
19.0,19.0,2.0,3671.0134
19,20,2,0
19,21,1,0
19,22,0,0
19.0,23.0,1.0,3744.0
19,24,1,0
19,25,1,0
19.0,26.0,2.0,4229.44
19.0,27.0,1.0,5816.0
19.0,28.0,2.0,5837.7573
19,29,0,0
19,30,2,0
19.0,31.0,5.0,4425.05
19.0,32.0,5.0,5600.0
19.0,33.0,4.0,5426.767
19,34,2,0
19.0,35.0,2.0,5022.0
19,36,2,0
19,37,2,0
19.0,38.0,4.0,4641.96
19,39,2,0
19,40,2,0
19.0,41.0,4.0,4342.6665
19,42,3,0
19.0,43.0,3.0,4586.3477
19.0,44.0,4.0,4862.75
19.0,45.0,5.0,5317.5
19.0,46.0,3.0,3689.875
19.0,47.0,4.0,5263.0
19,48,1,0
19.0,49.0,2.0,5231.6665
19.0,50.0,5.0,3658.6125
19.0,51.0,6.0,3927.555
19.0,52.0,9.0,4250.057
19.0,53.0,7.0,4414.4
19.0,54.0,8.0,3731.0632
19,55,3,0
19.0,56.0,8.0,5046.45
19.0,57.0,6.0,4227.4824
19.0,58.0,9.0,4128.95
19,59,5,0
19.0,60.0,7.0,6808.0
19.0,61.0,8.0,3770.21
19.0,62.0,9.0,9539.0
19.0,63.0,11.0,9480.333
19.0,64.0,11.0,9566.0
19.0,65.0,8.0,5831.0
19.0,66.0,12.0,5643.25
19.0,67.0,6.0,3849.1433
19.0,68.0,7.0,4857.3335
19.0,69.0,11.0,3958.0
19.0,70.0,9.0,7284.0
19,71,5,0
19.0,72.0,8.0,4133.335
19.0,73.0,9.0,8355.667
19.0,74.0,8.0,4044.43
19.0,75.0,7.0,4012.71
19.0,76.0,6.0,5400.0
19,77,6,0
19,78,6,0
19,79,4,0
19.0,80.0,9.0,4329.777
19.0,81.0,7.0,5359.0
19.0,82.0,9.0,3779.55
19,83,8,0
19,84,7,0
19,85,5,0
19,86,2,0
19,87,6,0
19.0,88.0,7.0,5977.6665
19,89,3,0
19.0,90.0,6.0,3660.6667
19,91,0,0
19,92,4,0
19,93,3,0
19.0,94.0,3.0,3646.5674
19.0,95.0,6.0,3418.0
19,96,4,0
19,97,2,0
19,98,4,0
19,99,3,0
20.0,0.0,3.0,5407.75
20.0,1.0,4.0,3886.0552
20,2,0,0
20.0,3.0,1.0,5704.5864
20,4,1,0
20.0,5.0,2.0,8354.5
20,6,0,0
20,7,0,0
20,8,2,0
20,9,0,0
20,10,1,0
20.0,11.0,1.0,5163.0
20.0,12.0,3.0,4999.2534
20,13,0,0
20,14,0,0
20.0,15.0,2.0,5872.6665
20,16,0,0
20,17,1,0
20.0,18.0,3.0,4892.0
20,19,1,0
20.0,20.0,6.0,4411.0
20.0,21.0,2.0,4436.6665
20.0,22.0,6.0,4253.718
20.0,23.0,1.0,4454.453
20,24,1,0
20.0,25.0,1.0,5354.3335
20.0,26.0,4.0,5733.6626
20.0,27.0,4.0,6370.0
20,28,1,0
20.0,29.0,3.0,3749.5376
20.0,30.0,2.0,3772.0
20.0,31.0,1.0,4965.5
20.0,32.0,1.0,3749.0
20,33,1,0
20.0,34.0,4.0,5435.3335
20.0,35.0,3.0,3928.815
20.0,36.0,3.0,5427.0
20.0,37.0,2.0,5633.5
20,38,1,0
20.0,39.0,2.0,3739.3
20.0,40.0,2.0,3652.7869
20,41,4,0
20.0,42.0,2.0,3307.0
20,43,1,0
20.0,44.0,4.0,5063.41
20.0,45.0,2.0,4015.78
20,46,1,0
20.0,47.0,4.0,4315.1724
20,48,2,0
20.0,49.0,3.0,4535.6074
20,50,5,0
20,51,0,0
20,52,2,0
20.0,53.0,5.0,3913.8135
20,54,2,0
20.0,55.0,7.0,4034.0266
20.0,56.0,5.0,3816.5725
20.0,57.0,4.0,4025.75
20.0,58.0,3.0,4053.06
20,59,5,0
20.0,60.0,6.0,3999.0
20.0,61.0,9.0,5820.25
20,62,11,0
20.0,63.0,10.0,4419.0
20.0,64.0,9.0,4440.73
20.0,65.0,9.0,6600.0
20.0,66.0,7.0,5408.225
20.0,67.0,14.0,7176.0
20.0,68.0,7.0,4527.1875
20.0,69.0,8.0,4642.6665
20.0,70.0,10.0,8868.667
20.0,71.0,14.0,8630.0
20.0,72.0,5.0,5339.6665
20.0,73.0,6.0,4193.0
20.0,74.0,9.0,4335.87
20.0,75.0,12.0,4022.39
20.0,76.0,11.0,5056.16
20.0,77.0,7.0,5888.635
20,78,6,0
20,79,4,0
20,80,4,0
20.0,81.0,4.0,5354.3335
20,82,5,0
20.0,83.0,6.0,4413.8003
20.0,84.0,6.0,3614.5166
20,85,6,0
20.0,86.0,4.0,4346.3804
20,87,5,0
20,88,4,0
20,89,3,0
20,90,1,0
20,91,1,0
20,92,7,0
20,93,1,0
20,94,3,0
20,95,3,0
20,96,2,0
20,97,4,0
20.0,98.0,1.0,3655.0
20,99,0,0
21,0,0,0
21,1,0,0
21,2,2,0
21.0,3.0,2.0,5857.0
21,4,1,0
21.0,5.0,1.0,4483.622
21.0,6.0,1.0,3670.115
21,7,0,0
21.0,8.0,2.0,3700.4102
21,9,0,0
21,10,0,0
21,11,2,0
21.0,12.0,3.0,3866.29
21.0,13.0,2.0,6309.0
21,14,2,0
21.0,15.0,4.0,6083.5
21.0,16.0,1.0,6349.6665
21.0,17.0,1.0,5414.0
21,18,1,0
21,19,1,0
21.0,20.0,7.0,4022.25
21.0,21.0,12.0,6488.6665
21.0,22.0,15.0,9304.0
21.0,23.0,14.0,4322.75
21.0,24.0,4.0,4275.0
21.0,25.0,8.0,5794.0
21.0,26.0,3.0,4471.34
21.0,27.0,3.0,4787.59
21.0,28.0,3.0,5445.75
21,29,1,0
21.0,30.0,2.0,4493.797000000001
21,31,1,0
21,32,3,0
21,33,2,0
21,34,2,0
21.0,35.0,4.0,3525.3333
21,36,0,0
21,37,2,0
21,38,1,0
21,39,3,0
21.0,40.0,2.0,3352.75
21,41,0,0
21.0,42.0,9.0,5142.2065
21.0,43.0,3.0,5811.25
21,44,2,0
21.0,45.0,2.0,4653.43
21.0,46.0,3.0,3799.0
21,47,1,0
21.0,48.0,5.0,9060.0
21.0,49.0,4.0,5351.0
21.0,50.0,8.0,5045.0
21.0,51.0,2.0,3738.0
21.0,52.0,5.0,4560.9766
21.0,53.0,6.0,5312.71
21.0,54.0,5.0,4500.7197
21,55,1,0
21.0,56.0,7.0,4155.5303
21.0,57.0,8.0,3928.11
21,58,6,0
21,59,2,0
21.0,60.0,1.0,5449.83
21.0,61.0,6.0,4076.6133
21.0,62.0,2.0,9618.0
21.0,63.0,5.0,4449.2134
21.0,64.0,13.0,6739.6665
21,65,7,0
21.0,66.0,9.0,4323.24
21.0,67.0,12.0,4216.3896
21.0,68.0,7.0,4691.215
21.0,69.0,10.0,8562.5
21.0,70.0,20.0,9342.0
21.0,71.0,9.0,4432.06
21.0,72.0,11.0,5872.0
21.0,73.0,8.0,5972.0
21.0,74.0,6.0,4453.42
21.0,75.0,9.0,5053.795
21.0,76.0,5.0,5022.88
21.0,77.0,9.0,6529.875
21,78,4,0
21.0,79.0,7.0,3573.0
21.0,80.0,10.0,5657.6504
21,81,3,0
21,82,2,0
21.0,83.0,8.0,5789.5
21.0,84.0,3.0,5144.95
21,85,12,0
21,86,3,0
21,87,4,0
21.0,88.0,2.0,3909.7734
21,89,2,0
21,90,2,0
21,91,6,0
21,92,1,0
21,93,2,0
21,94,4,0
21,95,2,0
21,96,2,0
21,97,3,0
21,98,3,0
21,99,0,0
22,0,0,0
22.0,1.0,2.0,4960.75
22,2,1,0
22,3,0,0
22,4,1,0
22,5,0,0
22,6,0,0
22,7,2,0
22,8,0,0
22,9,0,0
22.0,10.0,5.0,5802.6665
22,11,0,0
22,12,3,0
22.0,13.0,1.0,4295.6665
22,14,0,0
22,15,0,0
22.0,16.0,2.0,5641.335
22.0,17.0,1.0,5908.0
22,18,0,0
22.0,19.0,2.0,6153.25
22,20,5,0
22.0,21.0,21.0,3656.86
22.0,22.0,17.0,5239.68
22.0,23.0,18.0,4341.0
22.0,24.0,19.0,8868.667
22.0,25.0,16.0,6582.18
22.0,26.0,9.0,9566.0
22.0,27.0,7.0,5800.6665
22.0,28.0,3.0,6130.0
22.0,29.0,4.0,7885.0
22.0,30.0,8.0,5725.0
22.0,31.0,6.0,5202.6665
22.0,32.0,2.0,4288.0
22.0,33.0,2.0,3804.0
22,34,2,0
22,35,1,0
22.0,36.0,2.0,3728.9175
22.0,37.0,1.0,4228.0
22,38,2,0
22.0,39.0,2.0,4197.63
22,40,4,0
22.0,41.0,3.0,4679.985
22.0,42.0,2.0,4896.9
22.0,43.0,3.0,9566.0
22,44,0,0
22,45,2,0
