ra,dec,total,score,avg
47.0,75.0,117.0,315.0,2.6923076923076925
47.0,76.0,116.0,512.0,4.413793103448276
47.0,77.0,142.0,349.0,2.4577464788732395
47.0,78.0,129.0,327.0,2.5348837209302326
47.0,79.0,101.0,299.0,2.9603960396039604
47.0,80.0,102.0,399.0,3.911764705882353
47.0,81.0,104.0,401.0,3.855769230769231
47.0,82.0,90.0,288.0,3.2
47.0,83.0,105.0,303.0,2.8857142857142857
47.0,84.0,102.0,399.0,3.911764705882353
47.0,85.0,80.0,179.0,2.2375
47.0,86.0,63.0,63.0,1.0
47.0,87.0,70.0,169.0,2.414285714285714
47.0,88.0,78.0,177.0,2.269230769230769
47.0,89.0,52.0,250.0,4.8076923076923075
47.0,90.0,91.0,190.0,2.087912087912088
47.0,91.0,53.0,152.0,2.8679245283018866
47.0,92.0,41.0,41.0,1.0
47.0,93.0,58.0,256.0,4.413793103448276
47.0,94.0,46.0,154.0,3.347826086956522
47.0,95.0,42.0,42.0,1.0
47.0,96.0,39.0,138.0,3.5384615384615383
47.0,97.0,33.0,33.0,1.0
47.0,98.0,8.0,8.0,1.0
47.0,99.0,2.0,200.0,100.0
48.0,0.0,1.0,100.0,100.0
48.0,1.0,1.0,1.0,1.0
48,2,0,0,0
48.0,3.0,3.0,3.0,1.0
48.0,4.0,1.0,100.0,100.0
48.0,5.0,5.0,5.0,1.0
48.0,6.0,1.0,100.0,100.0
48.0,7.0,1.0,100.0,100.0
48,8,0,0,0
48,9,0,0,0
48.0,10.0,2.0,200.0,100.0
48.0,11.0,3.0,102.0,34.0
48.0,12.0,3.0,102.0,34.0
48,13,0,0,0
48.0,14.0,3.0,102.0,34.0
48.0,15.0,2.0,2.0,1.0
48.0,16.0,3.0,201.0,67.0
48.0,17.0,4.0,103.0,25.75
48.0,18.0,4.0,103.0,25.75
48.0,19.0,2.0,2.0,1.0
48.0,20.0,32.0,32.0,1.0
48.0,21.0,80.0,179.0,2.2375
48.0,22.0,46.0,46.0,1.0
48.0,23.0,25.0,124.0,4.96
48.0,24.0,39.0,138.0,3.5384615384615383
48.0,25.0,130.0,130.0,1.0
48.0,26.0,37.0,37.0,1.0
48.0,27.0,1.0,100.0,100.0
48.0,28.0,2.0,200.0,100.0
48.0,29.0,48.0,345.0,7.1875
48.0,30.0,68.0,68.0,1.0
48.0,31.0,70.0,169.0,2.414285714285714
48.0,32.0,33.0,429.0,13.0
48.0,33.0,34.0,133.0,3.911764705882353
48.0,34.0,40.0,40.0,1.0
48.0,35.0,41.0,140.0,3.4146341463414633
48.0,36.0,80.0,80.0,1.0
48.0,37.0,80.0,80.0,1.0
48.0,38.0,70.0,169.0,2.414285714285714
48.0,39.0,57.0,57.0,1.0
48.0,40.0,81.0,378.0,4.666666666666667
48.0,41.0,77.0,275.0,3.5714285714285716
48.0,42.0,60.0,159.0,2.65
48.0,43.0,56.0,155.0,2.767857142857143
48.0,44.0,58.0,256.0,4.413793103448276
48.0,45.0,41.0,239.0,5.829268292682927
48.0,46.0,59.0,257.0,4.3559322033898304
48.0,47.0,54.0,153.0,2.8333333333333335
48.0,48.0,77.0,374.0,4.857142857142857
48.0,49.0,105.0,204.0,1.9428571428571428
48.0,50.0,87.0,384.0,4.413793103448276
48.0,51.0,109.0,505.0,4.63302752293578
48.0,52.0,105.0,600.0,5.714285714285714
48.0,53.0,116.0,116.0,1.0
48.0,54.0,113.0,311.0,2.752212389380531
48.0,55.0,127.0,622.0,4.897637795275591
48.0,56.0,107.0,404.0,3.7757009345794392
48.0,57.0,133.0,232.0,1.744360902255639
48.0,58.0,124.0,619.0,4.991935483870968
48.0,59.0,148.0,643.0,4.344594594594595
48.0,60.0,133.0,133.0,1.0
48.0,61.0,138.0,633.0,4.586956521739131
48.0,62.0,153.0,657.0,4.294117647058823
48.0,63.0,126.0,324.0,2.5714285714285716
48.0,64.0,161.0,863.0,5.3602484472049685
48.0,65.0,165.0,462.0,2.8
48.0,66.0,155.0,452.0,2.9161290322580644
48.0,67.0,133.0,430.0,3.2330827067669174
48.0,68.0,169.0,565.0,3.3431952662721893
48.0,69.0,153.0,252.0,1.6470588235294117
48.0,70.0,120.0,318.0,2.65
48.0,71.0,150.0,348.0,2.32
48.0,72.0,138.0,435.0,3.152173913043478
48.0,73.0,127.0,523.0,4.118110236220472
48.0,74.0,119.0,515.0,4.3277310924369745
48.0,75.0,126.0,621.0,4.928571428571429
48.0,76.0,135.0,135.0,1.0
48.0,77.0,125.0,422.0,3.376
48.0,78.0,122.0,320.0,2.622950819672131
48.0,79.0,120.0,318.0,2.65
48.0,80.0,89.0,188.0,2.1123595505617976
48.0,81.0,102.0,201.0,1.9705882352941178
48.0,82.0,80.0,179.0,2.2375
48.0,83.0,95.0,293.0,3.0842105263157893
48.0,84.0,83.0,182.0,2.1927710843373496
48.0,85.0,69.0,267.0,3.869565217391304
48.0,86.0,77.0,374.0,4.857142857142857
48.0,87.0,54.0,153.0,2.8333333333333335
48.0,88.0,52.0,151.0,2.9038461538461537
48.0,89.0,60.0,60.0,1.0
48.0,90.0,52.0,52.0,1.0
48.0,91.0,55.0,451.0,8.2
48.0,92.0,38.0,38.0,1.0
48.0,93.0,43.0,241.0,5.604651162790698
48.0,94.0,34.0,133.0,3.911764705882353
48.0,95.0,37.0,37.0,1.0
48.0,96.0,40.0,40.0,1.0
48.0,97.0,24.0,24.0,1.0
48.0,98.0,12.0,12.0,1.0
48.0,99.0,3.0,102.0,34.0
49.0,0.0,1.0,1.0,1.0
49,1,0,0,0
49.0,2.0,2.0,2.0,1.0
49,3,0,0,0
49.0,4.0,2.0,2.0,1.0
49.0,5.0,1.0,100.0,100.0
49.0,6.0,1.0,1.0,1.0
49.0,7.0,1.0,1.0,1.0
49.0,8.0,1.0,100.0,100.0
49.0,9.0,1.0,1.0,1.0
49.0,10.0,2.0,2.0,1.0
49.0,11.0,1.0,1.0,1.0
49.0,12.0,3.0,3.0,1.0
49.0,13.0,2.0,2.0,1.0
49.0,14.0,2.0,2.0,1.0
49.0,15.0,3.0,102.0,34.0
49.0,16.0,1.0,1.0,1.0
49,17,0,0,0
49.0,18.0,2.0,2.0,1.0
49.0,19.0,4.0,103.0,25.75
49.0,20.0,39.0,138.0,3.5384615384615383
49.0,21.0,57.0,57.0,1.0
49.0,22.0,36.0,135.0,3.75
49.0,23.0,30.0,129.0,4.3
49.0,24.0,38.0,38.0,1.0
49.0,25.0,123.0,123.0,1.0
49.0,26.0,72.0,171.0,2.375
49.0,27.0,3.0,201.0,67.0
49.0,28.0,1.0,1.0,1.0
49.0,29.0,31.0,31.0,1.0
49.0,30.0,66.0,165.0,2.5
49.0,31.0,71.0,71.0,1.0
49.0,32.0,43.0,43.0,1.0
49.0,33.0,58.0,157.0,2.706896551724138
49.0,34.0,50.0,50.0,1.0
49.0,35.0,43.0,43.0,1.0
49.0,36.0,86.0,86.0,1.0
49.0,37.0,59.0,257.0,4.3559322033898304
49.0,38.0,59.0,158.0,2.6779661016949152
49.0,39.0,54.0,153.0,2.8333333333333335
49.0,40.0,67.0,166.0,2.4776119402985075
49.0,41.0,40.0,139.0,3.475
49.0,42.0,45.0,45.0,1.0
49.0,43.0,76.0,274.0,3.6052631578947367
49.0,44.0,73.0,271.0,3.712328767123288
49.0,45.0,64.0,64.0,1.0
49.0,46.0,62.0,161.0,2.596774193548387
49.0,47.0,85.0,580.0,6.823529411764706
49.0,48.0,69.0,564.0,8.173913043478262
49.0,49.0,71.0,170.0,2.3943661971830985
49.0,50.0,109.0,307.0,2.81651376146789
49.0,51.0,81.0,378.0,4.666666666666667
49.0,52.0,127.0,325.0,2.559055118110236
49.0,53.0,95.0,194.0,2.042105263157895
49.0,54.0,97.0,691.0,7.123711340206185
49.0,55.0,107.0,305.0,2.850467289719626
49.0,56.0,96.0,195.0,2.03125
49.0,57.0,155.0,254.0,1.6387096774193548
49.0,58.0,139.0,238.0,1.7122302158273381
49.0,59.0,152.0,350.0,2.3026315789473686
49.0,60.0,141.0,240.0,1.702127659574468
49.0,61.0,121.0,616.0,5.090909090909091
49.0,62.0,80.0,575.0,7.1875
49.0,63.0,145.0,640.0,4.413793103448276
49.0,64.0,165.0,561.0,3.4
49.0,65.0,177.0,276.0,1.5593220338983051
49.0,66.0,172.0,766.0,4.453488372093023
49.0,67.0,146.0,344.0,2.356164383561644
49.0,68.0,164.0,362.0,2.207317073170732
49.0,69.0,126.0,522.0,4.142857142857143
49.0,70.0,155.0,353.0,2.2774193548387096
49.0,71.0,144.0,243.0,1.6875
49.0,72.0,145.0,442.0,3.0482758620689654
49.0,73.0,163.0,559.0,3.4294478527607364
49.0,74.0,143.0,539.0,3.769230769230769
49.0,75.0,137.0,236.0,1.7226277372262773
49.0,76.0,154.0,451.0,2.9285714285714284
49.0,77.0,138.0,138.0,1.0
49.0,78.0,120.0,219.0,1.825
49.0,79.0,119.0,119.0,1.0
49.0,80.0,74.0,74.0,1.0
49.0,81.0,113.0,410.0,3.6283185840707963
49.0,82.0,90.0,288.0,3.2
49.0,83.0,97.0,196.0,2.020618556701031
49.0,84.0,84.0,282.0,3.357142857142857
49.0,85.0,55.0,55.0,1.0
49.0,86.0,60.0,258.0,4.3
49.0,87.0,64.0,163.0,2.546875
49.0,88.0,78.0,177.0,2.269230769230769
49.0,89.0,69.0,69.0,1.0
49.0,90.0,65.0,65.0,1.0
49.0,91.0,54.0,153.0,2.8333333333333335
49.0,92.0,33.0,132.0,4.0
49.0,93.0,68.0,266.0,3.911764705882353
49.0,94.0,36.0,135.0,3.75
49.0,95.0,46.0,145.0,3.152173913043478
49.0,96.0,35.0,233.0,6.6571428571428575
49.0,97.0,48.0,147.0,3.0625
49.0,98.0,11.0,11.0,1.0
49.0,99.0,2.0,101.0,50.5
50,0,0,0,0
50.0,1.0,1.0,1.0,1.0
50.0,2.0,1.0,1.0,1.0
50,3,0,0,0
50.0,4.0,1.0,1.0,1.0
50.0,5.0,4.0,202.0,50.5
50,6,0,0,0
50.0,7.0,2.0,101.0,50.5
50,8,0,0,0
50,9,0,0,0
50,10,0,0,0
50,11,0,0,0
50.0,12.0,2.0,2.0,1.0
50.0,13.0,1.0,100.0,100.0
50,14,0,0,0
50.0,15.0,2.0,2.0,1.0
50.0,16.0,5.0,5.0,1.0
50.0,17.0,2.0,200.0,100.0
50.0,18.0,2.0,101.0,50.5
50.0,19.0,8.0,8.0,1.0
50.0,20.0,40.0,337.0,8.425
50.0,21.0,53.0,152.0,2.8679245283018866
50.0,22.0,25.0,223.0,8.92
50.0,23.0,35.0,134.0,3.8285714285714287
50.0,24.0,46.0,343.0,7.456521739130435
50.0,25.0,132.0,132.0,1.0
50.0,26.0,55.0,55.0,1.0
50.0,27.0,4.0,103.0,25.75
50.0,28.0,3.0,102.0,34.0
50.0,29.0,57.0,255.0,4.473684210526316
50.0,30.0,53.0,152.0,2.8679245283018866
50.0,31.0,77.0,77.0,1.0
50.0,32.0,43.0,43.0,1.0
50.0,33.0,41.0,41.0,1.0
50.0,34.0,25.0,25.0,1.0
50.0,35.0,55.0,253.0,4.6
50.0,36.0,73.0,73.0,1.0
50.0,37.0,45.0,45.0,1.0
50.0,38.0,55.0,55.0,1.0
50.0,39.0,45.0,342.0,7.6
50.0,40.0,62.0,161.0,2.596774193548387
50.0,41.0,67.0,67.0,1.0
50.0,42.0,59.0,59.0,1.0
50.0,43.0,43.0,241.0,5.604651162790698
50.0,44.0,45.0,342.0,7.6
50.0,45.0,57.0,255.0,4.473684210526316
50.0,46.0,89.0,188.0,2.1123595505617976
50.0,47.0,78.0,276.0,3.5384615384615383
50.0,48.0,74.0,173.0,2.3378378378378377
50.0,49.0,72.0,171.0,2.375
50.0,50.0,109.0,307.0,2.81651376146789
50.0,51.0,103.0,301.0,2.9223300970873787
50.0,52.0,135.0,531.0,3.933333333333333
50.0,53.0,133.0,628.0,4.7218045112781954
50.0,54.0,106.0,403.0,3.80188679245283
50.0,55.0,138.0,237.0,1.7173913043478262
50.0,56.0,127.0,226.0,1.779527559055118
50.0,57.0,123.0,321.0,2.6097560975609757
50.0,58.0,147.0,642.0,4.36734693877551
50.0,59.0,157.0,454.0,2.8917197452229297
50.0,60.0,138.0,534.0,3.869565217391304
50.0,61.0,151.0,556.0,3.6821192052980134
50.0,62.0,96.0,393.0,4.09375
50.0,63.0,159.0,465.0,2.9245283018867925
50.0,64.0,148.0,445.0,3.0067567567567566
50.0,65.0,180.0,576.0,3.2
50.0,66.0,136.0,433.0,3.1838235294117645
50.0,67.0,185.0,680.0,3.675675675675676
50.0,68.0,147.0,543.0,3.693877551020408
50.0,69.0,148.0,445.0,3.0067567567567566
50.0,70.0,145.0,343.0,2.3655172413793104
50.0,71.0,138.0,237.0,1.7173913043478262
50.0,72.0,162.0,360.0,2.2222222222222223
50.0,73.0,215.0,314.0,1.4604651162790698
50.0,74.0,148.0,346.0,2.3378378378378377
50.0,75.0,184.0,283.0,1.5380434782608696
50.0,76.0,153.0,351.0,2.2941176470588234
50.0,77.0,124.0,223.0,1.7983870967741935
50.0,78.0,142.0,142.0,1.0
50.0,79.0,107.0,206.0,1.925233644859813
50.0,80.0,96.0,294.0,3.0625
50.0,81.0,81.0,180.0,2.2222222222222223
50.0,82.0,110.0,110.0,1.0
50.0,83.0,86.0,284.0,3.302325581395349
50.0,84.0,101.0,101.0,1.0
50.0,85.0,63.0,261.0,4.142857142857143
50.0,86.0,68.0,167.0,2.4558823529411766
50.0,87.0,74.0,371.0,5.013513513513513
50.0,88.0,75.0,372.0,4.96
50.0,89.0,66.0,165.0,2.5
50.0,90.0,47.0,344.0,7.319148936170213
50.0,91.0,50.0,149.0,2.98
50.0,92.0,58.0,157.0,2.706896551724138
50.0,93.0,28.0,127.0,4.535714285714286
50.0,94.0,41.0,41.0,1.0
50.0,95.0,41.0,140.0,3.4146341463414633
50.0,96.0,43.0,439.0,10.209302325581396
50.0,97.0,26.0,26.0,1.0
50.0,98.0,13.0,211.0,16.23076923076923
50.0,99.0,4.0,202.0,50.5
51.0,0.0,2.0,11.0,5.5
51.0,1.0,1.0,1.0,1.0
51,2,0,0,0
51.0,3.0,1.0,1.0,1.0
51.0,4.0,1.0,100.0,100.0
51.0,5.0,4.0,202.0,50.5
51.0,6.0,1.0,100.0,100.0
51,7,0,0,0
51,8,0,0,0
51.0,9.0,1.0,1.0,1.0
51,10,0,0,0
51,11,0,0,0
51.0,12.0,1.0,1.0,1.0
51.0,13.0,2.0,200.0,100.0
51.0,14.0,2.0,101.0,50.5
51.0,15.0,1.0,1.0,1.0
51.0,16.0,2.0,2.0,1.0
51,17,0,0,0
51.0,18.0,2.0,2.0,1.0
51.0,19.0,3.0,3.0,1.0
51.0,20.0,31.0,31.0,1.0
51.0,21.0,63.0,162.0,2.5714285714285716
51.0,22.0,34.0,133.0,3.911764705882353
51.0,23.0,30.0,30.0,1.0
51.0,24.0,23.0,23.0,1.0
51.0,25.0,144.0,243.0,1.6875
51.0,26.0,60.0,60.0,1.0
51.0,27.0,6.0,105.0,17.5
51.0,28.0,2.0,200.0,100.0
51.0,29.0,34.0,133.0,3.911764705882353
51.0,30.0,45.0,243.0,5.4
51.0,31.0,84.0,84.0,1.0
51.0,32.0,44.0,44.0,1.0
51.0,33.0,56.0,155.0,2.767857142857143
51.0,34.0,36.0,234.0,6.5
51.0,35.0,52.0,52.0,1.0
51.0,36.0,68.0,167.0,2.4558823529411766
51.0,37.0,50.0,248.0,4.96
51.0,38.0,62.0,62.0,1.0
51.0,39.0,48.0,48.0,1.0
51.0,40.0,65.0,164.0,2.523076923076923
51.0,41.0,73.0,370.0,5.068493150684931
51.0,42.0,62.0,62.0,1.0
51.0,43.0,72.0,171.0,2.375
51.0,44.0,47.0,47.0,1.0
51.0,45.0,72.0,72.0,1.0
51.0,46.0,55.0,154.0,2.8
51.0,47.0,58.0,157.0,2.706896551724138
51.0,48.0,82.0,181.0,2.207317073170732
51.0,49.0,72.0,270.0,3.75
51.0,50.0,87.0,285.0,3.2758620689655173
51.0,51.0,89.0,296.0,3.3258426966292136
51.0,52.0,119.0,119.0,1.0
51.0,53.0,95.0,293.0,3.0842105263157893
51.0,54.0,109.0,406.0,3.7247706422018347
51.0,55.0,106.0,502.0,4.735849056603773
51.0,56.0,135.0,432.0,3.2
51.0,57.0,95.0,194.0,2.042105263157895
51.0,58.0,155.0,452.0,2.9161290322580644
51.0,59.0,134.0,332.0,2.4776119402985075
51.0,60.0,158.0,554.0,3.5063291139240507
51.0,61.0,138.0,336.0,2.4347826086956523
51.0,62.0,104.0,401.0,3.855769230769231
51.0,63.0,114.0,312.0,2.736842105263158
51.0,64.0,131.0,428.0,3.267175572519084
51.0,65.0,138.0,336.0,2.4347826086956523
51.0,66.0,130.0,139.0,1.0692307692307692
51.0,67.0,142.0,340.0,2.3943661971830985
51.0,68.0,134.0,233.0,1.7388059701492538
51.0,69.0,138.0,336.0,2.4347826086956523
51.0,70.0,161.0,755.0,4.6894409937888195
51.0,71.0,97.0,493.0,5.082474226804123
51.0,72.0,140.0,140.0,1.0
51.0,73.0,217.0,1009.0,4.649769585253456
51.0,74.0,103.0,400.0,3.883495145631068
51.0,75.0,137.0,434.0,3.167883211678832
51.0,76.0,147.0,543.0,3.693877551020408
51.0,77.0,117.0,117.0,1.0
51.0,78.0,111.0,309.0,2.7837837837837838
51.0,79.0,122.0,320.0,2.622950819672131
51.0,80.0,73.0,172.0,2.356164383561644
51.0,81.0,68.0,167.0,2.4558823529411766
51.0,82.0,103.0,202.0,1.9611650485436893
51.0,83.0,71.0,269.0,3.788732394366197
51.0,84.0,85.0,283.0,3.3294117647058825
51.0,85.0,72.0,171.0,2.375
51.0,86.0,87.0,186.0,2.1379310344827585
51.0,87.0,75.0,273.0,3.64
51.0,88.0,78.0,78.0,1.0
51.0,89.0,66.0,66.0,1.0
51.0,90.0,38.0,236.0,6.2105263157894735
51.0,91.0,53.0,152.0,2.8679245283018866
51.0,92.0,50.0,149.0,2.98
51.0,93.0,37.0,136.0,3.675675675675676
51.0,94.0,30.0,129.0,4.3
51.0,95.0,18.0,117.0,6.5
51.0,96.0,40.0,40.0,1.0
51.0,97.0,33.0,132.0,4.0
51.0,98.0,8.0,8.0,1.0
51.0,99.0,1.0,100.0,100.0
52.0,0.0,2.0,101.0,50.5
52,1,0,0,0
52.0,2.0,3.0,102.0,34.0
52.0,3.0,1.0,1.0,1.0
52.0,4.0,1.0,100.0,100.0
52.0,5.0,1.0,100.0,100.0
52.0,6.0,1.0,100.0,100.0
52.0,7.0,2.0,2.0,1.0
52.0,8.0,1.0,100.0,100.0
52.0,9.0,5.0,5.0,1.0
52.0,10.0,2.0,101.0,50.5
52.0,11.0,1.0,1.0,1.0
52.0,12.0,5.0,104.0,20.8
52.0,13.0,1.0,1.0,1.0
52.0,14.0,1.0,1.0,1.0
52.0,15.0,4.0,202.0,50.5
52.0,16.0,2.0,101.0,50.5
52.0,17.0,4.0,103.0,25.75
52.0,18.0,1.0,100.0,100.0
52.0,19.0,2.0,2.0,1.0
52.0,20.0,32.0,230.0,7.1875
52.0,21.0,36.0,135.0,3.75
52.0,22.0,38.0,38.0,1.0
52.0,23.0,38.0,335.0,8.81578947368421
52.0,24.0,54.0,252.0,4.666666666666667
52.0,25.0,174.0,174.0,1.0
52.0,26.0,57.0,57.0,1.0
52.0,27.0,2.0,200.0,100.0
52.0,28.0,1.0,1.0,1.0
52.0,29.0,4.0,103.0,25.75
52.0,30.0,30.0,228.0,7.6
52.0,31.0,119.0,317.0,2.6638655462184873
52.0,32.0,54.0,54.0,1.0
52.0,33.0,41.0,41.0,1.0
52.0,34.0,33.0,33.0,1.0
52.0,35.0,52.0,448.0,8.615384615384615
52.0,36.0,51.0,150.0,2.9411764705882355
52.0,37.0,48.0,147.0,3.0625
52.0,38.0,51.0,150.0,2.9411764705882355
52.0,39.0,44.0,143.0,3.25
52.0,40.0,66.0,66.0,1.0
52.0,41.0,70.0,70.0,1.0
52.0,42.0,60.0,159.0,2.65
52.0,43.0,58.0,355.0,6.120689655172414
52.0,44.0,63.0,162.0,2.5714285714285716
52.0,45.0,76.0,76.0,1.0
52.0,46.0,58.0,256.0,4.413793103448276
52.0,47.0,71.0,269.0,3.788732394366197
52.0,48.0,81.0,81.0,1.0
52.0,49.0,68.0,68.0,1.0
52.0,50.0,94.0,94.0,1.0
52.0,51.0,93.0,390.0,4.193548387096774
52.0,52.0,118.0,316.0,2.6779661016949152
52.0,53.0,132.0,132.0,1.0
52.0,54.0,102.0,102.0,1.0
52.0,55.0,123.0,420.0,3.4146341463414633
52.0,56.0,143.0,440.0,3.076923076923077
52.0,57.0,103.0,598.0,5.805825242718447
52.0,58.0,135.0,531.0,3.933333333333333
52.0,59.0,144.0,144.0,1.0
52.0,60.0,120.0,318.0,2.65
52.0,61.0,142.0,340.0,2.3943661971830985
52.0,62.0,93.0,489.0,5.258064516129032
52.0,63.0,167.0,761.0,4.5568862275449105
52.0,64.0,187.0,682.0,3.6470588235294117
52.0,65.0,128.0,731.0,5.7109375
52.0,66.0,142.0,637.0,4.485915492957746
52.0,67.0,157.0,355.0,2.261146496815287
52.0,68.0,165.0,363.0,2.2
52.0,69.0,130.0,427.0,3.2846153846153845
52.0,70.0,124.0,619.0,4.991935483870968
52.0,71.0,124.0,619.0,4.991935483870968
52.0,72.0,140.0,239.0,1.707142857142857
52.0,73.0,150.0,447.0,2.98
52.0,74.0,128.0,425.0,3.3203125
52.0,75.0,87.0,186.0,2.1379310344827585
52.0,76.0,106.0,601.0,5.669811320754717
52.0,77.0,127.0,325.0,2.559055118110236
52.0,78.0,121.0,418.0,3.4545454545454546
52.0,79.0,129.0,129.0,1.0
52.0,80.0,98.0,296.0,3.020408163265306
52.0,81.0,90.0,486.0,5.4
52.0,82.0,124.0,223.0,1.7983870967741935
52.0,83.0,85.0,184.0,2.164705882352941
52.0,84.0,60.0,60.0,1.0
52.0,85.0,66.0,165.0,2.5
52.0,86.0,58.0,157.0,2.706896551724138
52.0,87.0,63.0,468.0,7.428571428571429
52.0,88.0,75.0,174.0,2.32
52.0,89.0,46.0,145.0,3.152173913043478
52.0,90.0,39.0,138.0,3.5384615384615383
52.0,91.0,59.0,455.0,7.711864406779661
52.0,92.0,38.0,137.0,3.6052631578947367
52.0,93.0,54.0,54.0,1.0
52.0,94.0,41.0,41.0,1.0
52.0,95.0,17.0,17.0,1.0
52.0,96.0,36.0,135.0,3.75
52.0,97.0,28.0,325.0,11.607142857142858
52.0,98.0,11.0,209.0,19.0
52.0,99.0,1.0,1.0,1.0
53.0,0.0,1.0,1.0,1.0
53.0,1.0,1.0,1.0,1.0
53.0,2.0,1.0,100.0,100.0
53.0,3.0,3.0,102.0,34.0
53.0,4.0,1.0,1.0,1.0
53.0,5.0,2.0,2.0,1.0
53.0,6.0,1.0,100.0,100.0
53.0,7.0,1.0,1.0,1.0
53.0,8.0,2.0,2.0,1.0
53,9,0,0,0
53,10,0,0,0
53.0,11.0,2.0,2.0,1.0
53.0,12.0,5.0,5.0,1.0
53.0,13.0,1.0,1.0,1.0
53.0,14.0,1.0,100.0,100.0
53.0,15.0,3.0,3.0,1.0
53.0,16.0,2.0,2.0,1.0
53.0,17.0,1.0,1.0,1.0
53.0,18.0,2.0,2.0,1.0
53.0,19.0,2.0,101.0,50.5
53.0,20.0,33.0,33.0,1.0
53.0,21.0,60.0,60.0,1.0
53.0,22.0,20.0,20.0,1.0
53.0,23.0,42.0,42.0,1.0
53.0,24.0,32.0,32.0,1.0
53.0,25.0,172.0,172.0,1.0
53.0,26.0,58.0,58.0,1.0
53.0,27.0,1.0,1.0,1.0
53.0,28.0,2.0,101.0,50.5
53.0,29.0,2.0,101.0,50.5
53.0,30.0,31.0,229.0,7.387096774193548
53.0,31.0,124.0,124.0,1.0
53.0,32.0,48.0,147.0,3.0625
53.0,33.0,34.0,133.0,3.911764705882353
53.0,34.0,50.0,149.0,2.98
53.0,35.0,50.0,50.0,1.0
53.0,36.0,47.0,47.0,1.0
53.0,37.0,47.0,146.0,3.106382978723404
53.0,38.0,87.0,87.0,1.0
53.0,39.0,63.0,63.0,1.0
53.0,40.0,58.0,58.0,1.0
53.0,41.0,77.0,275.0,3.5714285714285716
53.0,42.0,57.0,354.0,6.2105263157894735
53.0,43.0,92.0,191.0,2.0760869565217392
53.0,44.0,57.0,354.0,6.2105263157894735
53.0,45.0,43.0,43.0,1.0
53.0,46.0,63.0,261.0,4.142857142857143
53.0,47.0,88.0,187.0,2.125
53.0,48.0,89.0,485.0,5.449438202247191
53.0,49.0,75.0,75.0,1.0
53.0,50.0,97.0,97.0,1.0
53.0,51.0,125.0,521.0,4.168
53.0,52.0,114.0,213.0,1.868421052631579
53.0,53.0,106.0,304.0,2.8679245283018866
53.0,54.0,111.0,210.0,1.8918918918918919
53.0,55.0,109.0,208.0,1.908256880733945
53.0,56.0,114.0,114.0,1.0
53.0,57.0,144.0,441.0,3.0625
53.0,58.0,173.0,569.0,3.2890173410404624
53.0,59.0,157.0,355.0,2.261146496815287
53.0,60.0,143.0,440.0,3.076923076923077
53.0,61.0,122.0,518.0,4.245901639344262
53.0,62.0,143.0,539.0,3.769230769230769
53.0,63.0,148.0,643.0,4.344594594594595
53.0,64.0,144.0,639.0,4.4375
53.0,65.0,146.0,443.0,3.0342465753424657
53.0,66.0,153.0,648.0,4.235294117647059
53.0,67.0,171.0,468.0,2.736842105263158
53.0,68.0,138.0,336.0,2.4347826086956523
53.0,69.0,163.0,757.0,4.644171779141105
53.0,70.0,139.0,337.0,2.4244604316546763
53.0,71.0,125.0,422.0,3.376
53.0,72.0,155.0,353.0,2.2774193548387096
53.0,73.0,151.0,349.0,2.3112582781456954
53.0,74.0,116.0,413.0,3.560344827586207
53.0,75.0,75.0,273.0,3.64
53.0,76.0,93.0,390.0,4.193548387096774
53.0,77.0,120.0,417.0,3.475
53.0,78.0,143.0,638.0,4.461538461538462
53.0,79.0,117.0,315.0,2.6923076923076925
53.0,80.0,96.0,888.0,9.25
53.0,81.0,90.0,288.0,3.2
53.0,82.0,59.0,59.0,1.0
53.0,83.0,74.0,173.0,2.3378378378378377
53.0,84.0,81.0,279.0,3.4444444444444446
53.0,85.0,55.0,55.0,1.0
53.0,86.0,69.0,168.0,2.4347826086956523
53.0,87.0,57.0,255.0,4.473684210526316
53.0,88.0,66.0,165.0,2.5
53.0,89.0,51.0,249.0,4.882352941176471
53.0,90.0,35.0,35.0,1.0
53.0,91.0,39.0,138.0,3.5384615384615383
53.0,92.0,41.0,239.0,5.829268292682927
53.0,93.0,35.0,233.0,6.6571428571428575
53.0,94.0,41.0,140.0,3.4146341463414633
53.0,95.0,38.0,38.0,1.0
53.0,96.0,23.0,221.0,9.608695652173912
53.0,97.0,38.0,137.0,3.6052631578947367
53.0,98.0,10.0,109.0,10.9
53.0,99.0,1.0,100.0,100.0
54.0,0.0,2.0,2.0,1.0
54.0,1.0,2.0,2.0,1.0
54.0,2.0,2.0,101.0,50.5
54,3,0,0,0
54.0,4.0,1.0,100.0,100.0
54.0,5.0,1.0,1.0,1.0
54,6,0,0,0
54.0,7.0,2.0,200.0,100.0
54.0,8.0,2.0,101.0,50.5
54.0,9.0,1.0,100.0,100.0
54.0,10.0,2.0,2.0,1.0
54.0,11.0,1.0,100.0,100.0
54.0,12.0,6.0,105.0,17.5
54.0,13.0,2.0,2.0,1.0
54.0,14.0,2.0,200.0,100.0
54.0,15.0,3.0,102.0,34.0
54.0,16.0,1.0,1.0,1.0
54.0,17.0,2.0,101.0,50.5
54.0,18.0,1.0,1.0,1.0
54.0,19.0,2.0,101.0,50.5
54.0,20.0,11.0,308.0,28.0
54.0,21.0,32.0,230.0,7.1875
54.0,22.0,23.0,23.0,1.0
